title,url,synopsis,genre,country,year
코미짜르,https://pedia.watcha.com/ko-KR/contents/mdKN8VO,"백러시아군과 혁명 전쟁을 치르고 있는 '붉은 군대'의 기병대 인민 위원 바빌로바는 베르디체프시에 진주하자마자, 탈영하여 아내와 함께 숨어있다 잡혀온 이멜린을 총살한다. 그러나 이때 이미 바빌로바 자신도 임신하여 만삭이 된 몸이다. 부대장 카질레프와 은밀히 상의한 끝에 아기를 낳기 위해 마을의 한 유대인 가정에 들어가게 된다. 그 집의 가장이며 양철공인 예핌과 그의 아내 마리아는 여섯 아이를 키우며 사는 마음씨 착한 부부다. 이들의 보살핌으로 무사히 사내 아기를 출산하는 바빌로바는 아기의 이름을 끼릴이라고 짓는다. 아기 아버지진 끼릴의 이름을 아기에게 붙여준 것이다. 그러나 전장에서 바빌로바와 짧은 사랑을 나눴던 끼릴은 얼마전 격렬한 전투에서 전사하였다. 바빌로바는 예핌 가정의 사랑에 감화되어 잃어버렸던 따뜻한 심성을 서서히 되찾고 아기에 대한 모성애도 느끼게 된다. 그러나 전세가 붉은 군대에 불리해진 어느날, 카질레프가 찾아와 퇴각 소식을 알린다. 카질레프는 바빌로바에게 부대 야전병원을 따라 함께 퇴각하기를 권하지만 자신의 내면에서 새로운 인성과 모성 본능을 발견한 바빌로바는 부대로 돌아가기를 꺼린다. 그날 부대는 퇴각하여 도시를 빠져나가고 멀리서는 백러시아군의 포성이 들려온다. 그날 밤, 점점 가까워지는 포성을 들으며, 백러시아군이 얼마나 포악한지 얘기하는 예핌의 말에 갈등을 느끼는 바빌로바, 다음날 새벽, 바빌로바는 아기에게 눈물로 마지막 젖을 먹인 후 그 핏덩이를 에핌의 집에 남겨둔 채 붉은 군대에의 집결지 민등산으로 향한다.",드라마/전쟁,소련,1967
바다와 독약,https://pedia.watcha.com/ko-KR/contents/mdjKgl5,"엔도 슈시쿠의 원작 소설은, 태평양 전쟁말기, 실제로 있었던 미군포로의 생체해부사건을 바탕으로 쓰여 졌으며, 영화화 되면서 의학적으로도 면밀하게 고증 되어졌는데, 촬영시에 스탭들의 혈액이 제공되어, 타일로 되어있는 병실 바닥 위로 흘러 내리는 피를 어떻게 찍을까를, 감독이 스탭들과 열심히 상의했다고 한다.",드라마,일본,1986
미사는 끝났다,https://pedia.watcha.com/ko-KR/contents/mOV97YW,"젊은 사제 돈 줄리오는 십년동안 살던 섬을 떠나, 그의 고향인 작은 로마 교구 로 가게 된다. 하지만 성당은 운영되지 않다는 것을 알게 된다. 전 사제는 근처에서 여 자와 살면서 아들까지 있었고, 줄리오는 부모, 여동생, 옛날 친구들을 만나지만 그들은 변해 있었다. 마을사람들이 처한 어려움을 도우려고 하지만 그의 도움도 거절하고 자신 의 가족들마저도 해체되고 있었다. 줄리오는 사람들과 더 가깝게 지낼 수 있는 먼 곳으 로 떠나기로 결정한다. [제10회 이탈리아영화제]",코미디/드라마,이탈리아,1985
플라워즈 오브 레버리,https://pedia.watcha.com/ko-KR/contents/mWwga3W,mWwga3W,드라마/역사,헝가리,1985
퍼니 더티 리틀 워,https://pedia.watcha.com/ko-KR/contents/m5mM3B5,m5mM3B5,코미디/드라마/전쟁,아르헨티나,1983
어 시즌 인 하카리,https://pedia.watcha.com/ko-KR/contents/md6M4KO,md6M4KO,드라마,"튀르키예, 서독",1983
쉬버스,https://pedia.watcha.com/ko-KR/contents/mW40voW,mW40voW,드라마/역사,폴란드,1981
인 서치 오브 페민,https://pedia.watcha.com/ko-KR/contents/mdRE9Pg,mdRE9Pg,드라마,인도,1981
피난처를 찾아서,https://pedia.watcha.com/ko-KR/contents/mWw3AR4,mWw3AR4,코미디/드라마,"이탈리아, 프랑스",1979
"알렉산드리아, 왜?",https://pedia.watcha.com/ko-KR/contents/mdKNMRO,‘알렉산드리아’ 연작 중 첫 번째에 해당하는 는 혼란스런 2차 세계대전의 암흑기에 행복을 찾으려 분투하는 이집트의 젊은 커플에 대한 이야기이다. 할리우드 영화의 화려함에 매혹되어 있는 십대 소년 예히아는 주변을 가득 메우고 있는 공포 분위기에서 벗어나 상상의 세계로 도피한다. 하지만 그는 유럽을 점령한 나치의 잔학상에 대해 하나 둘씩 알아가면서 실제 삶의 참혹한 현실을 외면하기 어려워진다. 특히 지방출신의 소녀와 사랑에 빠진 후에는... - 2007년 유세프 샤힌 특별전,드라마,"이집트, 알제리",1979
더 폴,https://pedia.watcha.com/ko-KR/contents/m5rJ0j5,m5rJ0j5,드라마,브라질,1978
아마도 악마가,https://pedia.watcha.com/ko-KR/contents/mOPzoa5,"68혁명의 기운이 사라진 1970년대 중반의 프랑스, 염세적이고 패배적인 기운이 가득한 젊은 세대를 보면서 고뇌하던 브레송이 그 절망감을 필름에 담아냈다. 실제 자살한 청년의 이야기를 모티브로 하여 어떠한 사회적 제도와 종교, 교육도 인류를 구원하거나 세상을 바꿀 수 없음을 알고, 오직 죽음으로만 존재를 확인하려는 샤를르의 이야기를 들려준다.",드라마,프랑스,1977
카노아,https://pedia.watcha.com/ko-KR/contents/m5rM6Nj,m5rM6Nj,모험/범죄/스릴러/드라마,멕시코,1976
오버로드,https://pedia.watcha.com/ko-KR/contents/mWqJbKN,mWqJbKN,드라마/역사/전쟁,영국,1975
더 커먼 맨,https://pedia.watcha.com/ko-KR/contents/m5njNXk,m5njNXk,드라마,프랑스,1975
생 폴의 시계상,https://pedia.watcha.com/ko-KR/contents/mOV9LNW,"리옹의 생 폴 지역에서 시계를 만드는 미셸은 평범하고 소박하지만 나름대로 충실하게 자신의 삶을 살고 있다. 미셸은 장성한 아들 베르나르와 함께 살고 있는데, 어느 날, 경찰이 미셸을 찾아와 베르나르가 살인을 저질렀으니 수사에 협조해 달라고 요청한다. 미셸은 돌이켜 생각해보니 자신이 아들에 대해 아는 것이 별로 없음을 깨닫고 허탈해진다. 결국 베르나르가 붙잡혀 오는데, 미셸은 자신이 안다고 생각했던 아들과 너무 다른 베르나르의 모습에 충격을 받지만, 결코 아들을 비난할 수 없다. 타베르니에의 장편데뷔작으로, 인간의 깊은 내면 심리와 사회상을 그린 조르주 심농의 소설을 영화화했다. 타베르니에는 사회변화 또는 어떤 사건으로 인한 심리의 변화와 삶을 대하는 태도의 변화를 세심하게 그려냈다. * 1974 베를린영화제 은곰상-심사위원특별상 등 2개 �부문",범죄/드라마,프랑스,1974
웨어 데어즈 스모크,https://pedia.watcha.com/ko-KR/contents/mWy67VO,mWy67VO,드라마,"프랑스, 이탈리아",1973
종합병원,https://pedia.watcha.com/ko-KR/contents/mWz8KNd,"세 번이나 아카데미상을 수상한 작가 패디 쉐이프스키가 각본을 쓴 작품으로 1971년 아카데미 각본상과 골든 글로브 각본상을 수상한 작품이다. 은 의사인 허버트 보크(조지 C. 스코트)를 중심으로 이야기가 펼쳐지는 블랙 코미디다. 유능한 의사이지만 냉소적이고 늘 자살을 염두에 두고 있는 보크로 분한 조지 C. 스코트의 연기가 눈여겨볼만 하다. 병원에서 연달아 환자들이 사망하는데, 곧이어 이들의 죽음이 주위의 의사와 간호사들의 부주의와 소홀함 때문이라는 것이 밝혀진다. 보크는 이 사실에 견딜 수 없어하고, 외로움에 지진 보크의 환자인 에드문드(버나드 휴이스)의 딸 바바라(다이애나 리그)의 매력에 빠지게 된다. 한편 의문에 싸인 살인자가 나타나 병원을 혼란에 빠트리고 의료진의 부주의함이나 소홀함이 아닌 다른 원인으로 사망한 사람이 나타나게 된다. 과연 살인자는 누구��일까?",코미디/드라마/미스터리,미국,1971
데카메론,https://pedia.watcha.com/ko-KR/contents/m5Dgmed,"파졸리니가 각본, 감독, 배우를 겸했으며 14세기 이탈리아의 작가 보카치오가 쓴 소설에 나오는 몇몇 이야기를 풍부하게 제작한 서사 영화이다. 파졸리니는 예술가, 성직자, 마법사들이 거주하는 중세 이탈리아의 이야기들을 하나의 음탕한 타피스트리로 엮는다. 전 르네상스의 위대한 화가 지오토의 역으로 나오는 파졸리니는 감각과 불경스러운 유머로 관객들을 원숙한 영화적 풍경으로 이끈다.",코미디/드라마/역사/로맨스,"이탈리아, 프랑스, 서독",1971
섬씽 라이크 러브,https://pedia.watcha.com/ko-KR/contents/mWzAMD5,mWzAMD5,드라마,이탈리아,1968
사인즈 오브 라이프,https://pedia.watcha.com/ko-KR/contents/mWpzgad,"헤어조크 감독이 24세에 연출한 장편 데뷔작으로 제2차 세계대전 점령기 시 그리스의 어느 섬에 머물게 된 독일 장병 스트로첵이 광기에 빠져드는 이야기이다. 군수품 창고를 지키는 임무를 받은 스트로첵은 아무 일도 일어나지 않는 섬의 평온함에 어느 날 발작을 일으키고 섬의 모든 사람에게 이유 없는 반항을 감행하게 된다. 영화는 ""강박관념에 사로잡힌 주인공, 매혹적이면서도 동시에 위압적인 자연의 풍경, '순환'하는 원의 이미지 등"" 향후 헤어조크적이라고 불린 모티프들을 보여주고 있다. (2012 한국영상자료원 - 베르너 헤어조크 감독전)",드라마,서독,1968
보호받지 못한 순수,https://pedia.watcha.com/ko-KR/contents/mdjKjw5,나치 점령기 유명한 곡예사 알렉시치가 찍은 동명의 영화에 대한 인터뷰와 기록영상을 혼합한 콜라주. 다큐멘터리와 픽션 사이를 분방하게 오가는 이 영화를 통해 위험천만한 곡예의 진실과 이미지와 영상 등을 병치해 새로운 개념을 만드는 변증법적 몽타주 기법을 확인할 수 있다. (제13회 전주국제영화제),다큐멘터리/코미디/드라마,유고슬라비아,1968
"넥스트 이어, 세임 타임",https://pedia.watcha.com/ko-KR/contents/mdKPX15,mdKPX15,드라마,서독,1967
노 슈팅 타임 포 폭시즈,https://pedia.watcha.com/ko-KR/contents/m5QgnJO,m5QgnJO,드라마,서독,1966
더 체이서즈,https://pedia.watcha.com/ko-KR/contents/mdKZ0DY,mdKZ0DY,드라마,스웨덴,1965
혐오,https://pedia.watcha.com/ko-KR/contents/mO23ENd,"피부관리실에서 일하는 캐롤은 침울한 성격의 소유자로, 언니 헬렌과 함께 아파트에 살고 있다. 성적 결벽증이 있는 그녀는 언니가 마이클과 동거하는 것을 못마땅해 하고, 자신에게 구애하는 콜린도 받아들이지 못한다. 그러던 어느 날 헬렌이 밀린 집세를 캐롤에게 맡기고 마이클과 함께 여행을 떠나자 캐롤은 강간을 당하는 환각증세에 사로잡힌다. 결국 그녀는 집에 찾아온 남자들을 살해하는데...",드라마/공포/스릴러,영국,1965
행복,https://pedia.watcha.com/ko-KR/contents/mO29j8W,"아내, 두 아이와 행복한 가정을 꾸려가던 남자 주인공은 우연히 우체국에서 일하는 여자와 만나 사랑에 빠지게 되면서 더 커다란 행복감을 맛보게 된다. 그러나 아내에게 어떤 것도 숨길 수 없는 그는 자신의 외도를 고백하게 되고, 가족 나들이를 나간 날 아내는 호수에 몸을 던져 자살한다. 이전 아내의 자리를 대신하게 된 우체국 여직원은 마치 아무일 없었다는 듯이 집안 일을 하고 아이들을 키운다. 이렇게 새로 구성된 가족이 가을나들이를 나간 모습으로 영화는 끝이 난다. 결국 진정한 행복이란 무엇인가, 성적 관계와 성역할의 본성은 무엇인가, 이 모든 것들과 사회의 관계는 무엇인가 등에 대한 문제제기를 피할 수 없게 된다.",드라마/로맨스,프랑스,1965
쓰레기장의 개,https://pedia.watcha.com/ko-KR/contents/mOAkQ7Q,"프랑스 시골의 작은 마을, 미랄레스는 자신의 절친을 '개(도그)'라는 별칭으로 부른다. 이 둘은 지금까지 삶의 대부분 시간을 함께 보내왔다. 그해 가을, '도그'에게 여자 친구가 생기고, 둘의 친구 관계에 변화가 일어난다. [25회 전주국제영화제]",코미디/드라마,프랑스,2023
"올란도, 나의 정치적 자서전",https://pedia.watcha.com/ko-KR/contents/m5DPakQ,"1928년, 버지니아 울프는 『올란도』를 썼다. 주인공의 성별이 바뀌는 첫 번째 소설이었다. 한 세기 뒤, 트랜스 작가이자 활동가인 폴 B. 프레시아도는 버지니아 울프에게 영화 편지를 보내기로 한다. 올란도가 소설에서 나와 버지니아 울프가 상상하지 못한 삶을 살아간다. [2023년 제24회 전주국제영화제]",다큐멘터리/드라마,프랑스,2023
스파이의 침묵,https://pedia.watcha.com/ko-KR/contents/mOgjo4a,"[제23회 전주국제영화제 국제경쟁 심사위원특별상] 영화는 과테말라 역사상 가장 억압적이었던 정부에 잠입한 한 저널리스트의 삶을 쫓으며, 침묵을 강요당한 나라의 기억으로 우리를 이끈다.",다큐멘터리,과테말라,2021
도쿄의 쿠르드족,https://pedia.watcha.com/ko-KR/contents/m5Nn3BE,"[제23회 전주국제영화제 국제경쟁 심사위원특별상] 터키 쿠르드족 난민이 일본으로 와 도쿄 교외 지역에 정착하기 시작한 건 1990년대부터다. 현재 그 수는 2천여 명에 달하지만 여전히 이들은 불법 이민자 신세다. 여기에 오잔(18), 라마잔(19), 메흐메트(38)가 살고 있다.",다큐멘터리,일본,2021
친구들과 이방인들,https://pedia.watcha.com/ko-KR/contents/mW42rEo,"현대 호주에서의 배제, 단절, 권태를 중상류층 밀레니얼 세대인 앨리스와 레이의 시선을 통해 바라본 초현실적 코미디 드라마. 삼십 대를 눈앞에 둔 두 사람은 특권층으로 태어났지만, 비정규직 노동, 밋밋한 연애, 현실성 없는 사업 계획 사이에서 갈 곳 없이 떠다닐 뿐이다. [제22회 전주국제영화제]",코미디/드라마,호주,2021
그해 우리가 발견한 것,https://pedia.watcha.com/ko-KR/contents/mdKpvQ7,"영화의 원제 ‘발견의 해’는 콜럼버스가 아메리카 대륙을 발견한 1492년을 지칭한다. 반면 현대 역사에서 ‘발견의 해’로 얘기되는 1992년은 바르셀로나 올림픽과 세비아 엑스포가 열려 ‘강국 스페인’으로서의 이미지를 다시금 내세운 해였다. 또한 무르시아 지역 산업 위기로 엄청난 규모의 노동자 시위가 일어난 때였으나 미디어는 ‘잔치’만을 기록하기에 바빴다. 영화는 1992년과 현재를 오가며 무르시아 시내 한 카페에서 다양한 연령��대의 사람들이 나누는 대화를 기록한다. 일상 얘기부터 노동조합, 인종 차별, 파시스트, 독재로 이어지는 토론까지 카메라는 화자와 청자를 클로즈업해 보여준다. 두 개로 분할된 화면에 인물들의 리액션과 주변 환경을 산발적으로 제시함에도 그들의 주장은 전혀 힘을 잃지 않고, 오히려 전면에 등장해 힘을 과시한다. 정치적 열망 속에 피어나는 희망과 냉소 어린 토론은 논의되는 주제가 몇 년도의 것인지 헷갈릴 만큼 현재적이다. 위험천만하지만 절실했던 실천을 이룬 그해, 과연 무르시아 사람들이 발견한 것은 무엇이었을까? [제21회 전주국제영화제/ 문성경]",다큐멘터리,"스페인, 스위스",2020
지난밤 너의 미소,https://pedia.watcha.com/ko-KR/contents/mOlwRGL,"캄보디아 프놈펜의 상징적인 건축물인 화이트 빌딩은 철거될 상황에 놓인다. 철거 직전, 감독인 카빅 능은 자신의 가족을 포함해 세 가족의 모습에 주목한다. 철거민들이 짐을 싸고, 추억과 불안을 공유하며 건물이 완전히 허물어지기 전 이사를 나가는 일련의 과정이 카메라에 담긴다. [제16회 EBS 국제다큐영화제][제20회 전주국제영화제]",다큐멘터리,캄보디아,2019
회귀,https://pedia.watcha.com/ko-KR/contents/mOVvP61,카롤린과 토마스는 덴마크로 입양된 한인이다. 그들은 부모를 찾아 처음으로 한국을 방문한다. 합정과 홍대 그리고 이태원에 머물며 혼돈의 감정과 다른 입양인들과의 대화와 만남을 통해 삶과 운명에 대한 질문이 늘어난다. [제19회 전주국제영화제] [제6회 디아스포라영화제],다큐멘터리/드라마,덴마크,2018
인류의 상승,https://pedia.watcha.com/ko-KR/contents/m5Y6QAR,일자리를 잃었으나 구직 생각이 없는 엑스는 모잠비크 출신의 알프를 만난다. 알프 역시 일에 염증을 느끼고 아키라는 소년을 따라 정글로 간다. [제18회 전주국제영화제],드라마,"아르헨티나, 브라질, 포르투갈",2016
인 비트윈,https://pedia.watcha.com/ko-KR/contents/mOl4MqN,"고향의 전통과 대도시 문화 사이에 놓인 세 명의 팔레스타인 여성. 직장, 파티, 섹스, 선택의 자유 등 그들이 치러야 하는 삶의 대가는 자명하다. [제18회 전주국제영화제]",드라마,"프랑스, 이스라엘",2016
상처받은 천사,https://pedia.watcha.com/ko-KR/contents/mWpmxRm,"90년대 중반의 카자흐스탄. 밀가루 포대를 날라 생계를 꾸리는 자하라, 노래경연을 준비하는 쉭, 고철을 줍는 토드, 의대입학을 앞두고 여자친구의 임신을 알게 된 아슬란- 네 명의 10대는 현실의 벽에 온몸으로 부딪친다. [제17회 전주국제영화제]",드라마,"독일, 프랑스, 카자흐스탄",2016
전쟁을 준비하라,https://pedia.watcha.com/ko-KR/contents/m5aV3pj,종말은 할리우드를 비롯한 허다한 영화들의 소재를 제공했다. <전쟁을 준비하라>는 세계의 종말을 대비하여 자연에서 군사훈련을 받는 사람들에 관한 이야기이다. 세기말의 분위기가 팽배한 아르헨티나에 관한 상상.,SF,"아르헨티나, 오스트리아, 우루과이",2015
호텔 누에바 이슬라,https://pedia.watcha.com/ko-KR/contents/mObG4LN,한 때 고급 호텔이었으나 지금은 폐허가 된 호텔 누에바 이슬라. 이곳의 마지막 거주자인 호르헤는 건물 수명을 연장하기 위해 안간힘을 쓴다. 그의 눈물겨운 노력에도 불구하고 호텔은 영화롭던 과거로 돌아갈 수 없다. 무가치해 보이는 것의 아름다움을 발견하게 해주는 시적 다큐멘터리이다. [제15회 전주국제영화제],다큐멘터리/전기/드라마,"스페인, 쿠바",2014
눈물과 웃음의 베오그라드 안내서,https://pedia.watcha.com/ko-KR/contents/m5QZq7W,"옴니버스 형식으로 이루어진 이 작품은 세르비아의 수도 베오그라드에서 일어나는 네 커플의 이야기를 다룬다. 가수 실비, 대사관에서 일하는 브라이언 등의 이야기는 러브 스토리 안에 예술, 정치를 아우르는 흥미로운 말하기의 방식이며, 우리의 삶에 대한 퍼즐이 된다. (14회 전주국제영화제)",코미디/드라마/로맨스,"세르비아, 독일, 프랑스, 헝가리, 크로아티아",2011
엑스 프레스,https://pedia.watcha.com/ko-KR/contents/mOoJeNW,"기찻길 위 카메라에 담긴 감독의 시선은 몽환적이면서도 날카롭다. 기차를 중심으로 살아가는 사람들과 그들을 둘러싸고 있는 기차, 그리고 불길한 일들에 대한 꿈들이 픽션과 팩트가 뒤엉킨 채로 표현된다. 모든 씬들이 오직 한 테이크만으로 만들어졌다. (제13회 전주국제영화제)",다큐멘터리/드라마,필리핀,2011
엘류테리아의 꿈,https://pedia.watcha.com/ko-KR/contents/mO2oEnd,영화는 가족의 빚을 갚기 위해 얼굴도 모르는 나이든 외국인과 결혼을 결심한 엘류테리아가 집을 나서서 배를 타기 직전까지 겪게 되는 사건들을 하나의 쇼트로 보여준다. 한정된 공간과 롱테이크 씬으로 긴장감과 재미를 동시에 선사하는 감독의 실험정신이 돋보이는 작품.,드라마,필리핀,2010
고추잠자리,https://pedia.watcha.com/ko-KR/contents/mO8MNbd,"뉴욕에서 막 돌아온 신진 화가 레이첼은 어린 시절 친구인 티엔, 준지에와의 추억을 떠올리고 상념에 젖는다. 10대 시절, 버려진 철길을 따라 하루 종일 무작정 걷고 또 걸었던 그들만의 하이킹 여행. 하지만 성장해서 다시 만난 티엔과의 사이는, 더 이상 예전 같지 않다. <고추 잠자리>는 상실과 그리움에 대한 영화다. 현재의 공간에 부재한, 두 번 다시 돌아올 수 없는 어린 시절의 기억과 꿈. 영화는 그 잃어버린 시간들을 마법처럼 되돌림으로써, 싱가포르의 현재와 과거를 조망한다.",드라마,싱가포르,2010
인랜드,https://pedia.watcha.com/ko-KR/contents/mOAMymO,"어느 날 밤, 불현듯 폭발음이 들리고 홀로 지내는 마렉의 오두막으로 도주 중이던 아프리카 여인이 숨어든다. 그는 이 낯선 방문자를 돕기로 하고 그녀와 함께 언제 끝날지 모를 여행을 시작한다. 메마른 사막에서 이방인처럼 살아가는 주인공의 모습은 어쩐지 알제리와 프랑스 사이에서 길을 잃은 채 살아가는 감독의 모습과 닮아있다. 끝이 보이지 않는 거대한 사하라 사막의 풍경을 거칠지만 담대하게 담아낸 영상 미학과 이국적인 북아프리카의 음악이 흥미로운 작품. 2008 베니스영화제 국제비평가상 수상.",드라마,"알제리, 프랑스",2008
